Outcome,Message,Identity,Delay,IPODescriptions IPOIdentifier,IPODescriptions Name,IPODescriptions Symbol,IPODescriptions Market,IPODescriptions MarketIdentificationCode,IPODescriptions Status,IPODescriptions FilingDate,IPODescriptions TradeDate,IPODescriptions EstimatedOfferDate,IPODescriptions OfferDate,IPODescriptions OfferLowPrice,IPODescriptions OfferHighPrice,IPODescriptions OfferSize,IPODescriptions OfferPrice,IPODescriptions OfferAmount,IPODescriptions Currency,IPODescriptions SmallMarketCap,IPODescriptions SpecialPurposeAcquisitionCompany
Success,,Request,48.2936147,19480,Instructure,INST,"New York Stock Exchange, Inc.",XNYS,Priced,10/9/2015,11/13/2015,11/9/2015,11/12/2015,16,18,4400000,16,70400000,USD,False,False
Success,,Request,48.2936147,25150,Insurance Acquisition,ILSUU,NASDAQ,XNAS,Priced,2/19/2019,3/20/2019,3/18/2019,3/19/2019,10,10,13100000,10,131000000,USD,False,True
Success,,Request,48.2936147,22890,Insurance Income Strategies,ILSAP,NASDAQ,XNAS,Active,10/24/2017,,,,25,25,,,52000000,USD,False,False
Success,,Request,48.2936147,10682,Insys Therapeutics,INSY,NASDAQ,XNAS,Priced,3/30/2011,5/2/2013,4/29/2013,5/2/2013,8,10,4000000,8,32000000,USD,False,False
Success,,Request,48.2936147,6821,Intcomex,ICMX,NASDAQ,XNAS,Active,7/27/2007,,,,0,0,,,0,USD,True,
Success,,Request,48.2936147,18180,Intec Pharma,NTEC,NASDAQ,XNAS,Priced,6/9/2015,8/5/2015,8/3/2015,8/4/2015,8.36,8.36,5025000,6,30150000,USD,False,False
Success,,Request,48.2936147,19822,Intellia Therapeutics,NTLA,NASDAQ,XNAS,Priced,4/11/2016,5/6/2016,5/2/2016,5/5/2016,16,18,6000000,18,108000000,USD,False,False
Success,,Request,48.2936147,11669,Intelsat S.A.,I,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,5/18/2012,4/18/2013,4/15/2013,4/17/2013,21,25,19323672,18,347826096,USD,False,False
Success,,Request,48.2936147,19481,Interactive Data Holdings,IDC,"New York Stock Exchange, Inc.",XNYS,Acquired,10/9/2015,,,,,,,,,USD,,False
Success,,Request,48.2936147,11831,Intercept Pharmaceuticals,ICPT,NASDAQ,XNAS,Priced,9/4/2012,10/11/2012,10/8/2012,10/10/2012,13,15,5000000,15,75000000,USD,False,False
Success,,Request,48.2936147,12431,Intercloud Systems,ICLD,NASDAQ,XNAS,Priced,12/5/2012,10/31/2013,10/28/2013,10/30/2013,5,7,1250000,4,5000000,USD,True,False
Success,,Request,48.2936147,13587,Intercorp Financial Services,IFSP,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Active,10/9/2014,,,,,,,,,USD,,False
Success,,Request,48.2936147,12345,International Automotive Components Group,IACG,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Active,6/14/2013,,,,,,,,,USD,,False
Success,,Request,48.2936147,13657,International Market Centers,IMC,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Postponed,11/10/2014,,,,12,14,,,149500000,USD,False,False
Success,,Request,48.2936147,13294,Intersect ENT,XENT,NASDAQ,XNAS,Priced,6/23/2014,7/24/2014,7/21/2014,7/23/2014,11,13,5000000,11,55000000,USD,False,False
Success,,Request,48.2936147,12748,Intra-Cellular Therapies,ITCI,NASDAQ,XNAS,Priced,1/10/2014,1/31/2014,,1/30/2014,20,20,6142000,17.5,107485000,USD,False,False
Success,,Request,48.2936147,12621,Intrawest Resorts Holdings,SNOW,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,11/12/2013,1/31/2014,1/27/2014,1/30/2014,15,17,15625000,12,187500000,USD,False,False
Success,,Request,48.2936147,13660,Intrepid Aviation,INTR,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Active,11/12/2014,,,,,,,,,USD,,False
Success,,Request,48.2936147,12387,Intrexon,XON,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,7/9/2013,8/8/2013,8/5/2013,8/7/2013,14,16,9999999,16,159999984,USD,False,False
Success,,Request,48.2936147,19809,inVentiv Group Holdings,INV,"New York Stock Exchange, Inc.",XNYS,Active,4/5/2016,,,,,,,,,USD,,False
Success,,Request,48.2936147,13151,Investar Holding,ISTR,NASDAQ,XNAS,Priced,5/16/2014,7/1/2014,6/30/2014,6/30/2014,15,17,2875000,14,40250000,USD,False,False
Success,,Request,48.2936147,13751,Invitae,NVTA,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,1/9/2015,2/12/2015,2/9/2015,2/11/2015,13,15,6350000,16,101600000,USD,False,False
Success,,Request,48.2936147,21261,Invitation Homes,INVH,"New York Stock Exchange, Inc.",XNYS,Priced,1/6/2017,2/1/2017,1/30/2017,1/31/2017,18,21,77000000,20,1540000000,USD,False,False
Success,,Request,48.2936147,16025,Invuity,IVTY,NASDAQ,XNAS,Priced,4/17/2015,6/12/2015,6/8/2015,6/11/2015,12,12,4000000,12,48000000,USD,False,False
Success,,Request,48.2936147,23021,iPic Entertainment,IPIC,NASDAQ,XNAS,Priced,12/13/2017,2/1/2018,1/29/2018,1/31/2018,18.5,18.5,818429,18.5,15140936,USD,False,False
Success,,Request,48.2936147,23126,IPSCO Tubulars,IPSC,"New York Stock Exchange, Inc.",XNYS,Active,1/12/2018,,2/5/2018,,,,,,,USD,,False
Success,,Request,48.2936147,23273,iQIYI,IQ,NASDAQ,XNAS,Priced,2/27/2018,3/29/2018,3/26/2018,3/28/2018,17,19,125000000,18,2250000000,USD,False,False
Success,,Request,48.2936147,13277,iRadimed,IRMD,NASDAQ,XNAS,Priced,6/18/2014,7/16/2014,7/14/2014,7/15/2014,5,6,2016000,6.25,12600000,USD,False,False
Success,,Request,48.2936147,21086,iRhythm Technologies,IRTC,NASDAQ,XNAS,Priced,9/23/2016,10/20/2016,10/17/2016,10/19/2016,13,15,6294118,17,107000006,USD,False,False
Success,,Request,48.2936147,12351,Iroko Pharmaceuticals,IRKO,NASDAQ,XNAS,Withdrawn,6/18/2013,,7/29/2013,,,,,,,USD,,False
Success,,Request,48.2936147,23106,Iron Horse Acquisition,LOU.U,"New York Stock Exchange, Inc.",XNYS,Active,1/5/2018,,,,10,10,,,300000000,USD,False,True
Success,,Request,48.2936147,9628,IronPlanet,IRON,NASDAQ,XNAS,Withdrawn,3/18/2010,,,,,,,,,USD,,
Success,,Request,48.2936147,20991,Ironshore,,UNKNOWN,Unknown,Acquired,7/22/2016,,,,,,,,,USD,,False
Success,,Request,48.2936147,13269,Ironshore,IRSH,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Acquired,6/17/2014,,,,,,,,,USD,,False
Success,,Request,48.2936147,19601,iSign Solutions,ISGN,OTC Bulletin Board,XOTC,Active,12/18/2015,,,,,,,,,USD,,False
Success,,Request,48.2936147,11208,Isola Group,ISLA,NASDAQ,XNAS,Active,10/31/2011,,,,,,,,,USD,,False
Success,,Request,48.2936147,13522,Israel Chemicals,ICL,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,9/12/2014,9/24/2014,9/22/2014,9/23/2014,7.41,7.41,60200000,7,421400000,USD,False,False
Success,,Request,48.2936147,25186,Iswill Acquisition,IWAC.U,NASDAQ,XNAS,Active,3/7/2019,,,,10,10,,,230000000,USD,False,True
Success,,Request,48.2936147,23449,Iterum Therapeutics,ITRM,NASDAQ,XNAS,Priced,5/1/2018,5/25/2018,5/21/2018,5/24/2018,14,16,6150000,13,79950000,USD,False,False
Success,,Request,48.2936147,11689,iWatt,IWAT,NASDAQ,XNAS,Active,6/4/2012,,,,,,,,,USD,,False
Success,,Request,48.2936147,13627,J. Alexander's Holdings,JAXH,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Active,10/28/2014,,,,,,,,,USD,,False
Success,,Request,48.2936147,21302,J.Jill,JILL,"New York Stock Exchange, Inc.",XNYS,Priced,2/10/2017,3/9/2017,3/6/2017,3/8/2017,14,16,11666667,13,151666671,USD,False,False
Success,,Request,48.2936147,21226,Jagged Peak Energy,JAG,"New York Stock Exchange, Inc.",XNYS,Priced,12/19/2016,1/27/2017,1/23/2017,1/26/2017,16,18,31600000,15,474000000,USD,False,False
Success,,Request,48.2936147,13468,Jaguar Animal Health,JAGX,NASDAQ,XNAS,Priced,8/27/2014,5/13/2015,5/11/2015,5/13/2015,7,7,2860000,7,20020000,USD,False,False
Success,,Request,48.2936147,13646,James River Group Holdings,JRVR,NASDAQ,XNAS,Priced,11/7/2014,12/12/2014,12/8/2014,12/11/2014,22,24,11000000,21,231000000,USD,False,False
Success,,Request,48.2936147,11735,Javelin Mortgage Investment,JMI,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,7/3/2012,10/3/2012,10/1/2012,10/2/2012,20,20,7250000,20,145000000,USD,False,False
Success,,Request,48.2936147,21199,JBS Foods International,JBS,"New York Stock Exchange, Inc.",XNYS,Active,12/5/2016,,,,,,,,,USD,,False
Success,,Request,48.2936147,12795,JD.com,JD,NASDAQ,XNAS,Priced,1/30/2014,5/22/2014,5/19/2014,5/21/2014,16,18,93685620,19,1780026780,USD,False,False
Success,,Request,48.2936147,19905,JELD-WEN Holding,JELD,"New York Stock Exchange, Inc.",XNYS,Priced,6/1/2016,1/27/2017,1/23/2017,1/26/2017,21,23,25000000,23,575000000,USD,False,False
Success,,Request,48.2936147,19558,Jensyn Acquisition,JSYNU,NASDAQ,XNAS,Priced,11/23/2015,3/3/2016,2/29/2016,3/2/2016,10,10,3900000,10,39000000,USD,False,True
Success,,Request,48.2936147,13877,Jernigan Capital,JCAP,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,2/20/2015,3/27/2015,3/23/2015,3/26/2015,19,21,5000000,20,100000000,USD,False,False
Success,,Request,48.2936147,12546,JGWPT Holdings,JGW,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,10/7/2013,11/8/2013,11/4/2013,11/7/2013,14,14,9750000,14,136500000,USD,False,False
Success,,Request,48.2936147,22880,Jianpu Technology,JT,"New York Stock Exchange, Inc.",XNYS,Priced,10/20/2017,11/16/2017,11/13/2017,11/15/2017,8.5,10.5,22500000,8,180000000,USD,False,False
Success,,Request,48.2936147,25048,Jiayin Group,JFIN,NASDAQ,XNAS,Active,12/19/2018,,,,,,,,,USD,,False
Success,,Request,48.2936147,18203,JM Global Holding Company,WYIGU,NASDAQ,XNAS,Priced,6/16/2015,7/24/2015,7/20/2015,7/23/2015,10,10,5000000,10,50000000,USD,False,True
Success,,Request,48.2936147,12293,Jones Energy,JONE,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,5/28/2013,7/24/2013,7/22/2013,7/23/2013,17,19,12500000,15,187500000,USD,False,False
Success,,Request,48.2936147,21243,Jounce Therapeutics,JNCE,NASDAQ,XNAS,Priced,12/30/2016,1/27/2017,1/23/2017,1/26/2017,13,15,6365000,16,101840000,USD,False,False
Success,,Request,48.2936147,13123,JP Energy Partners LP,JPEP,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,5/8/2014,10/2/2014,9/29/2014,10/1/2014,19,21,13750000,20,275000000,USD,False,False
Success,,Request,48.2936147,11112,JTH Holding,TAX,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Removed,9/2/2011,,,,,,,,,USD,,False
Success,,Request,48.2936147,13041,Jumei International Holding,JMEI,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,4/11/2014,5/16/2014,5/12/2014,5/15/2014,19.5,21.5,11140000,22,245080000,USD,False,False
Success,,Request,48.2936147,25191,Jumia Technologies,JMIA,"New York Stock Exchange, Inc.",XNYS,Active,3/12/2019,,4/8/2019,,13,16,,,195750000,USD,False,False
Success,,Request,48.2936147,13664,Juno Therapeutics,JUNO,NASDAQ,XNAS,Priced,11/17/2014,12/19/2014,12/15/2014,12/18/2014,21,23,11022917,24,264550008,USD,False,False
Success,,Request,48.2936147,18197,Jupai Holdings,JP,"New York Stock Exchange, Inc.",XNYS,Priced,6/15/2015,7/16/2015,7/13/2015,7/15/2015,10,12,5300000,10,53000000,USD,False,False
Success,,Request,48.2936147,21165,JWiz,JWIZ,NASDAQ,XNAS,Active,11/10/2016,,,,,,,,,USD,,False
Success,,Request,48.2936147,12931,K2M Group Holdings,KTWO,NASDAQ,XNAS,Priced,3/14/2014,5/8/2014,5/5/2014,5/7/2014,16,18,8825000,15,132375000,USD,False,False
Success,,Request,48.2936147,19923,Kadmon Holdings,KDMN,"New York Stock Exchange, Inc.",XNYS,Priced,6/10/2016,7/27/2016,7/25/2016,7/26/2016,12,12,6250000,12,75000000,USD,False,False
Success,,Request,48.2936147,21566,Kala Pharmaceuticals,KALA,NASDAQ,XNAS,Priced,6/23/2017,7/20/2017,7/17/2017,7/19/2017,14,16,6000000,15,90000000,USD,False,False
Success,,Request,48.2936147,25087,Kaleido Biosciences,KLDO,NASDAQ,XNAS,Priced,1/11/2019,2/28/2019,2/25/2019,2/27/2019,20,22,5000000,15,75000000,USD,False,False
Success,,Request,48.2936147,11886,KaloBios Pharmaceuticals,KBIO,NASDAQ,XNAS,Priced,10/5/2012,1/31/2013,1/28/2013,1/30/2013,8,9,8750000,8,70000000,USD,False,False
Success,,Request,48.2936147,12197,Kamada,KMDA,NASDAQ,XNAS,Priced,4/11/2013,5/31/2013,5/27/2013,5/30/2013,10.81,10.81,5582636,9.25,51639383,USD,False,False
Success,,Request,48.2936147,12544,Karyopharm Therapeutics,KPTI,NASDAQ,XNAS,Priced,10/4/2013,11/6/2013,11/4/2013,11/5/2013,14,16,6800000,16,108800000,USD,False,False
Success,,Request,48.2936147,10310,KAYAK Software,KYAK,NASDAQ,XNAS,Priced,11/17/2010,7/20/2012,7/16/2012,7/19/2012,22,25,3500000,26,91000000,USD,False,False
Success,,Request,48.2936147,21349,Kayne Anderson Acquisition,KAACU,NASDAQ,XNAS,Priced,3/7/2017,3/30/2017,3/27/2017,3/29/2017,10,10,35000000,10,350000000,USD,False,True
Success,,Request,48.2936147,21454,KBL Merger Corp. IV,KBLMU,NASDAQ,XNAS,Priced,4/26/2017,6/2/2017,5/29/2017,6/1/2017,10,10,10000000,10,100000000,USD,False,True
Success,,Request,48.2936147,21213,Keane Group,FRAC,"New York Stock Exchange, Inc.",XNYS,Priced,12/14/2016,1/20/2017,1/16/2017,1/19/2017,17,19,26760000,19,508440000,USD,False,False
Success,,Request,48.2936147,13924,KemPharm,KMPH,NASDAQ,XNAS,Priced,3/11/2015,4/16/2015,4/13/2015,4/15/2015,12,14,5090909,11,55999999,USD,False,False
Success,,Request,48.2936147,23523,Kezar Life Sciences,KZR,NASDAQ,XNAS,Priced,5/24/2018,6/21/2018,6/18/2018,6/20/2018,14,16,5000000,15,75000000,USD,False,False
Success,,Request,48.2936147,21262,Kimbell Royalty Partners LP,KRP,"New York Stock Exchange, Inc.",XNYS,Priced,1/6/2017,2/3/2017,1/30/2017,2/3/2017,19,21,5000000,18,90000000,USD,False,False
Success,,Request,48.2936147,13548,Kimree,KREE,NASDAQ,XNAS,Active,9/29/2014,,,,,,,,,USD,,False
Success,,Request,48.2936147,12612,Kindred Biosciences,KIN,NASDAQ,XNAS,Priced,11/8/2013,12/12/2013,12/9/2013,12/11/2013,6,8,7500000,7,52500000,USD,False,False
Success,,Request,48.2936147,12738,KineMed,KNMD,NASDAQ,XNAS,Active,1/8/2014,,,,6.5,7.5,,,31500000,USD,False,False
Success,,Request,48.2936147,12843,King Digital Entertainment,KING,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,2/18/2014,3/26/2014,3/24/2014,3/25/2014,21,24,22200000,22.5,499500000,USD,False,False
Success,,Request,48.2936147,23438,Kiniksa Pharmaceuticals,KNSA,NASDAQ,XNAS,Priced,4/27/2018,5/24/2018,5/21/2018,5/23/2018,17,19,8477777,18,152599986,USD,False,False
Success,,Request,48.2936147,19966,Kinsale Capital Group,KNSL,NASDAQ,XNAS,Priced,7/1/2016,7/28/2016,7/25/2016,7/27/2016,14,16,6600000,16,105600000,USD,False,False
Success,,Request,48.2936147,13166,Kite Pharma,KITE,NASDAQ,XNAS,Priced,5/19/2014,6/20/2014,6/16/2014,6/19/2014,15,16,7500000,17,127500000,USD,False,False
Success,,Request,48.2936147,21410,KKR Real Estate Finance Trust,KREF,"New York Stock Exchange, Inc.",XNYS,Priced,4/3/2017,5/5/2017,5/1/2017,5/4/2017,20.5,21.5,10250000,20.5,210125000,USD,False,False
Success,,Request,48.2936147,21231,Klöckner Pentaplast,KP,"New York Stock Exchange, Inc.",XNYS,Active,12/21/2016,,,,,,,,,USD,,False
Success,,Request,48.2936147,13850,Klox Technologies,KLOX,NASDAQ,XNAS,Postponed,2/11/2015,,,,13,15,,,67200000,USD,False,False
Success,,Request,48.2936147,19667,KLR Energy Acquisition,KLREU,NASDAQ,XNAS,Priced,3/11/2016,3/11/2016,1/19/2016,3/10/2016,10,10,8000000,10,80000000,USD,False,True
Success,,Request,48.2936147,12120,KNOT Offshore Partners LP,KNOP,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,2/28/2013,4/10/2013,4/8/2013,4/9/2013,19,21,7450000,21,156450000,USD,False,False
Success,,Request,48.2936147,24832,Kodiak Sciences,KOD,NASDAQ,XNAS,Priced,9/7/2018,10/4/2018,10/1/2018,10/3/2018,13,15,9000000,10,90000000,USD,False,False
Success,,Request,48.2936147,13511,Kolltan Pharmaceuticals,KLTN,NASDAQ,XNAS,Active,9/12/2014,,,,,,,,,USD,,False
Success,,Request,48.2936147,8759,Korea Milestone Acquisition,KMACU,NASDAQ,XNAS,Active,8/22/2008,,,,20,20,,,100000000,USD,False,
Success,,Request,48.2936147,13885,Kornit Digital,KRNT,NASDAQ,XNAS,Priced,2/25/2015,4/2/2015,3/30/2015,4/1/2015,13,15,7100000,10,71000000,USD,False,False
Success,,Request,48.2936147,22668,Krystal Biotech,KRYS,NASDAQ,XNAS,Priced,8/21/2017,9/20/2017,9/18/2017,9/19/2017,9,11,3960000,10,39600000,USD,False,False
Success,,Request,48.2936147,19511,Kura Oncology,KURA,NASDAQ,XNAS,Priced,10/20/2015,11/5/2015,11/2/2015,11/4/2015,8,8,6250000,8,50000000,USD,False,False
Success,,Request,48.2936147,11661,KYTHERA Biopharma,KYTH,NASDAQ,XNAS,Priced,5/17/2012,10/11/2012,10/8/2012,10/10/2012,14,16,4400000,16,70400000,USD,False,False
Success,,Request,48.2936147,12827,La Quinta Holdings,LQ,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,2/10/2014,4/9/2014,4/7/2014,4/8/2014,18,21,38250000,17,650250000,USD,False,False
Success,,Request,48.2936147,12704,Ladder Capital,LADR,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,12/24/2013,2/6/2014,2/3/2014,2/5/2014,16,18,13250000,17,225250000,USD,False,False
Success,,Request,48.2936147,23816,LAIX,LAIX,"New York Stock Exchange, Inc.",XNYS,Priced,8/31/2018,9/27/2018,9/24/2018,9/26/2018,11.5,13.5,5750000,12.5,71875000,USD,False,False
Success,,Request,48.2936147,23816,LAIX,LAIX,"New York Stock Exchange, Inc.",XNYS,Priced,8/31/2018,9/27/2018,9/24/2018,9/26/2018,11.5,13.5,5750000,12.5,71875000,USD,False,False
Success,,Request,48.2936147,19850,Landcadia Holdings,LCAHU,NASDAQ,XNAS,Priced,4/28/2016,5/26/2016,5/23/2016,5/25/2016,10,10,25000000,10,250000000,USD,False,True
Success,,Request,48.2936147,17107,Landmark Apartment Trust,LAT,"New York Stock Exchange, Inc.",XNYS,Acquired,5/14/2015,,,,,,,,,USD,,False
Success,,Request,48.2936147,13586,Landmark Infrastructure Partners LP,LMRK,NASDAQ,XNAS,Priced,10/8/2014,11/14/2014,11/10/2014,11/13/2014,19,21,2650000,19,50350000,USD,False,False
Success,,Request,48.2936147,9417,Language Line Services (LL Services),LLS,NASDAQ,XNAS,Active,12/7/2009,,,,0,0,,,0,USD,True,
Success,,Request,48.2936147,13304,Lantheus Holdings,LNTH,NASDAQ,XNAS,Priced,6/24/2014,6/25/2015,6/22/2015,6/24/2015,8.5,10.5,10833334,6,65000004,USD,False,False
Success,,Request,48.2936147,19468,Laureate Education,LAUR,NASDAQ,XNAS,Priced,10/2/2015,2/1/2017,1/30/2017,1/31/2017,17,20,35000000,14,490000000,USD,False,False
Success,,Request,48.2936147,12473,LDR Holding,LDRH,NASDAQ,XNAS,Priced,8/26/2013,10/9/2013,10/7/2013,10/8/2013,14,16,5000000,15,75000000,USD,False,False
Success,,Request,48.2936147,22892,Legacy Acquisition,LGC.U,"New York Stock Exchange, Inc.",XNYS,Priced,10/25/2017,11/17/2017,11/13/2017,11/16/2017,10,10,30000000,10,300000000,USD,False,True
Success,,Request,48.2936147,24969,Legacy Housing,LEGH,NASDAQ,XNAS,Priced,11/9/2018,12/14/2018,12/10/2018,12/13/2018,10.75,12.75,4000000,12,48000000,USD,False,False
Success,,Request,48.2936147,11640,LegalZoom.com,LGZ,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Withdrawn,5/11/2012,,7/30/2012,,10,12,,,88000000,USD,False,False
Success,,Request,48.2936147,23711,Legion Capital,LEGN,NASDAQ,XNAS,Active,7/9/2018,,,,4,4,,,6000000,USD,False,False
Success,,Request,48.2936147,11642,Lehigh Gas Partners LP,LGP,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,5/11/2012,10/25/2012,10/22/2012,10/24/2012,19,21,6000000,20,120000000,USD,False,False
Success,,Request,48.2936147,22910,Leisure Acquisition,LACQU,NASDAQ,XNAS,Priced,11/3/2017,12/1/2017,11/27/2017,11/30/2017,10,10,20000000,10,200000000,USD,False,True
Success,,Request,48.2936147,12927,Leju Holdings,LEJU,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,3/12/2014,4/17/2014,4/14/2014,4/16/2014,10,12,10000000,10,100000000,USD,False,False
Success,,Request,48.2936147,13469,LendingClub,LC,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,8/27/2014,12/11/2014,12/8/2014,12/10/2014,12,14,58000000,15,870000000,USD,False,False
Success,,Request,48.2936147,23147,Leo Holdings,LHC.U,"New York Stock Exchange, Inc.",XNYS,Priced,1/18/2018,2/13/2018,2/12/2018,2/12/2018,10,10,20000000,10,200000000,USD,False,True
Success,,Request,48.2936147,22772,Level Brands,LEVB,"New York Stock Exchange, Inc.",XNYS,Priced,9/18/2017,11/17/2017,11/13/2017,11/16/2017,6,6,2000000,6,12000000,USD,True,False
Success,,Request,48.2936147,23338,Level One Bancorp,LEVL,NASDAQ,XNAS,Priced,3/23/2018,4/20/2018,4/16/2018,4/19/2018,27,29,1200000,28,33600000,USD,False,False
Success,,Request,48.2936147,25138,Levi Strauss & Co.,LEVI,"New York Stock Exchange, Inc.",XNYS,Priced,2/13/2019,3/21/2019,3/18/2019,3/20/2019,14,16,36666667,17,623333339,USD,False,False
Success,,Request,48.2936147,12549,Levy Acquisition,LEVYU,NASDAQ,XNAS,Priced,10/7/2013,11/13/2013,11/11/2013,11/12/2013,10,10,15000000,10,150000000,USD,False,True
Success,,Request,48.2936147,22937,LexinFintech Holdings,LX,NASDAQ,XNAS,Priced,11/13/2017,12/21/2017,12/18/2017,12/21/2017,9,11,12000000,9,108000000,USD,False,False
Success,,Request,48.2936147,23497,LF Capital Acquisition,LFACU,NASDAQ,XNAS,Priced,5/18/2018,6/20/2018,6/18/2018,6/19/2018,10,10,13500000,10,135000000,USD,False,True
Success,,Request,48.2936147,12477,LGI Homes,LGIH,NASDAQ,XNAS,Priced,8/28/2013,11/7/2013,11/4/2013,11/6/2013,13,15,9000000,11,99000000,USD,False,False
Success,,Request,48.2936147,9792,Liberty Mutual Agency Corp.,LMAC,NASDAQ,XNAS,Withdrawn,5/10/2010,,,,18,20,,,1221871000,USD,False,
Success,,Request,48.2936147,21310,Liberty Oilfield Services,LBRT,"New York Stock Exchange, Inc.",XNYS,Priced,2/14/2017,1/12/2018,1/8/2018,1/11/2018,14,16,12731092,17,216428564,USD,False,False
Success,,Request,48.2936147,11823,LifeLock,LOCK,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,8/28/2012,10/3/2012,10/1/2012,10/2/2012,9.5,11.5,15700000,9,141300000,USD,False,False
Success,,Request,48.2936147,16013,LightBeam Electric Company,LEC,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Active,4/14/2015,,,,,,,,,USD,,False
Success,,Request,48.2936147,10513,Lighting Science Group Corporation,LSGC,NASDAQ,XNAS,Active,2/10/2011,,,,,,,,,USD,,False
Success,,Request,48.2936147,12202,LightInTheBox,LITB,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,4/17/2013,6/6/2013,6/3/2013,6/5/2013,8.5,10.5,8300000,9.5,78850000,USD,False,False
Success,,Request,48.2936147,9944,LINC Logistics,LLGX,NASDAQ,XNAS,Acquired,6/29/2010,,,,14,16,,,169999995,USD,,
Success,,Request,48.2936147,19924,LINE,LN,"New York Stock Exchange, Inc.",XNYS,Priced,6/10/2016,7/14/2016,7/11/2016,7/11/2016,28.5,32.5,35000000,32.84,1149400000,USD,False,False
Success,,Request,48.2936147,11720,Linn Co,LNCO,NASDAQ,XNAS,Priced,6/25/2012,10/12/2012,10/8/2012,10/11/2012,38.01,42.01,30250000,36.5,1104125000,USD,False,False
Success,,Request,48.2936147,10953,LipoScience,LPDX,NASDAQ,XNAS,Priced,6/23/2011,1/25/2013,1/21/2013,1/24/2013,9,10,5000000,9,45000000,USD,False,False
Success,,Request,48.2936147,12195,Liquid Holdings Group,LIQD,NASDAQ,XNAS,Priced,4/11/2013,7/26/2013,7/22/2013,7/25/2013,9,11,3175000,9,28575000,USD,False,False
Success,,Request,48.2936147,23623,Liquidia Technologies,LQDA,NASDAQ,XNAS,Priced,6/28/2018,7/26/2018,7/23/2018,7/25/2018,10,12,4545455,11,50000005,USD,False,False
Success,,Request,48.2936147,18219,Live Oak Bancshares,LOB,NASDAQ,XNAS,Priced,6/19/2015,7/23/2015,7/20/2015,7/23/2015,16,18,4800000,17,81600000,USD,False,False
Success,,Request,48.2936147,13046,Live Oak Bancshares,LOB,NASDAQ,XNAS,Withdrawn,4/14/2014,,,,,,,,,USD,,False
Success,,Request,48.2936147,23796,Livent,LTHM,"New York Stock Exchange, Inc.",XNYS,Priced,8/27/2018,10/11/2018,10/8/2018,10/10/2018,18,20,20000000,17,340000000,USD,False,False
Success,,Request,48.2936147,23796,Livent,LTHM,"New York Stock Exchange, Inc.",XNYS,Priced,8/27/2018,10/11/2018,10/8/2018,10/10/2018,18,20,20000000,17,340000000,USD,False,False
Success,,Request,48.2936147,21489,LiveXLive Media,LXL,"New York Stock Exchange, Inc.",XNYS,Active,5/11/2017,,,,4,4,,,20000000,USD,False,False
Success,,Request,48.2936147,17108,LoanCore Realty Trust,LCRT,"New York Stock Exchange, Inc.",XNYS,Postponed,5/14/2015,,6/29/2015,,20,20,,,300000000,USD,False,False
Success,,Request,48.2936147,19478,loanDepot,LDI,"New York Stock Exchange, Inc.",XNYS,Postponed,10/8/2015,,11/9/2015,,16,18,,,510000000,USD,False,False
Success,,Request,48.2936147,24875,LogicBio Therapeutics,LOGC,NASDAQ,XNAS,Priced,9/25/2018,10/19/2018,10/15/2018,10/18/2018,12,14,7000000,10,70000000,USD,False,False
Success,,Request,48.2936147,22724,Loma Negra,LOMA,"New York Stock Exchange, Inc.",XNYS,Priced,9/5/2017,11/1/2017,10/30/2017,10/31/2017,15,19,44200000,19,839800000,USD,False,False
Success,,Request,48.2936147,12918,Lombard Medical,EVAR,NASDAQ,XNAS,Priced,3/10/2014,4/25/2014,4/21/2014,4/24/2014,11,11,5000000,11,55000000,USD,False,False
