Outcome,Message,Identity,Delay,IPOPerformances Symbol,IPOPerformances Name,IPOPerformances OfferPrice,IPOPerformances OfferDate,IPOPerformances TradeDate,IPOPerformances Currency,IPOPerformances ClosePrice,IPOPerformances ClosePriceDate,IPOPerformances PercentChange
Success,,Request,63.6632563,SPRO,Spero Therapeutics,14,11/1/2017,11/2/2017,USD,13.38,4/11/2019,-4.43
Success,,Request,63.6632563,STXB,Spirit of Texas Bancshares,21,5/3/2018,5/4/2018,USD,21.52,4/11/2019,2.48
Success,,Request,63.6632563,SRC,Spirit Realty Capital,15,9/19/2012,9/20/2012,USD,40.61,4/11/2019,170.73
Success,,Request,63.6632563,SPLK,Splunk,17,4/18/2012,4/19/2012,USD,135.38,4/11/2019,696.35
Success,,Request,63.6632563,SPWH,Sportsman's Warehouse,9.5,4/16/2014,4/17/2014,USD,5.02,4/11/2019,-47.16
Success,,Request,63.6632563,SPOT,Spotify Technology,132,4/3/2018,4/3/2018,USD,141.8,4/11/2019,7.42
Success,,Request,63.6632563,SRLP,Sprague Resources LP,18,10/24/2013,10/25/2013,USD,19.02,4/11/2019,5.67
Success,,Request,63.6632563,SBPH,Spring Bank Pharmaceuticals,12,5/6/2016,5/7/2016,USD,9.82,4/11/2019,-18.17
Success,,Request,63.6632563,LEAF,Springleaf Holdings,17,10/15/2013,10/16/2013,USD,8.09,4/11/2019,-52.41
Success,,Request,63.6632563,SFM,Sprouts Farmers Market,18,7/31/2013,8/1/2013,USD,21.59,4/11/2019,19.94
Success,,Request,63.6632563,SQ,Square,9,11/18/2015,11/19/2015,USD,75.5,4/11/2019,738.89
Success,,Request,63.6632563,MITO,Stealth BioTherapeutics,12,2/14/2019,2/15/2019,USD,13.8,4/11/2019,15
Success,,Request,63.6632563,STLRU,Stellar Acquisition III,10,8/19/2016,8/19/2016,USD,10.5,4/11/2019,5
Success,,Request,63.6632563,STML,Stemline Therapeutics,10,1/28/2013,1/29/2013,USD,14.5,4/11/2019,45
Success,,Request,63.6632563,SBT,Sterling Bancorp,12,11/16/2017,11/17/2017,USD,10,4/11/2019,-16.67
Success,,Request,63.6632563,SFIX,Stitch Fix,15,11/16/2017,11/17/2017,USD,26.54,4/11/2019,76.93
Success,,Request,63.6632563,STCK,Stock Building Supply,14,8/8/2013,8/9/2013,USD,20.17,4/11/2019,44.07
Success,,Request,63.6632563,STNE,StoneCo,24,10/24/2018,10/25/2018,USD,35.66,4/11/2019,48.58
Success,,Request,63.6632563,STOR,STORE Capital,18.5,11/17/2014,11/18/2014,USD,33.39,4/11/2019,80.49
Success,,Request,63.6632563,SBBP,Strongbridge Biopharma,10,10/15/2015,10/16/2015,USD,4.65,4/11/2019,-53.5
Success,,Request,63.6632563,MSC,Studio City International Holdings,12.5,10/17/2018,10/18/2018,USD,17.08,4/11/2019,36.64
Success,,Request,63.6632563,SUM,Summit Materials,18,3/11/2015,3/12/2015,USD,15.02,4/11/2019,-16.56
Success,,Request,63.6632563,SMLP,Summit Midstream Partners,20,9/27/2012,9/28/2012,USD,9.69,4/11/2019,-51.55
Success,,Request,63.6632563,SMMT,Summit Therapeutics,9.9,3/4/2015,3/5/2015,USD,1.9,4/11/2019,-80.81
Success,,Request,63.6632563,SXCP,SunCoke Energy Partners LP,19,1/17/2013,1/18/2013,USD,12.72,4/11/2019,-33.05
Success,,Request,63.6632563,STG,Sunlands Online Education Group,11.5,3/22/2018,3/23/2018,USD,3.5,4/11/2019,-69.57
Success,,Request,63.6632563,RUN,Sunrun,14,8/4/2015,8/5/2015,USD,15.86,4/11/2019,13.29
Success,,Request,63.6632563,SLGG,Super League Gaming,11,2/25/2019,2/26/2019,USD,6.52,4/11/2019,-40.73
Success,,Request,63.6632563,SDPI,Superior Drilling Products,4,5/22/2014,5/23/2014,USD,1.25,4/11/2019,-68.75
Success,,Request,63.6632563,SUPN,Supernus Pharmaceuticals,5,4/30/2012,5/1/2012,USD,38.2,4/11/2019,664
Success,,Request,63.6632563,SURF,Surface Oncology,15,4/18/2018,4/19/2018,USD,4.26,4/11/2019,-71.6
Success,,Request,63.6632563,SGRY,Surgery Partners,19,9/30/2015,10/1/2015,USD,11.69,4/11/2019,-38.47
Success,,Request,63.6632563,SVMK,SurveyMonkey,12,9/25/2018,9/26/2018,USD,17.69,4/11/2019,47.42
Success,,Request,63.6632563,STRO,Sutro Biopharma,15,9/26/2018,9/27/2018,USD,11.44,4/11/2019,-23.73
Success,,Request,63.6632563,SWCH,Switch,17,10/5/2017,10/6/2017,USD,10.79,4/11/2019,-36.53
Success,,Request,63.6632563,SYNC,Synacor,5,2/9/2012,2/10/2012,USD,1.55,4/11/2019,-69
Success,,Request,63.6632563,SYF,Synchrony Financial,23,7/30/2014,7/31/2014,USD,32.62,4/11/2019,41.83
Success,,Request,63.6632563,SNDX,Syndax Pharmaceuticals,12,3/2/2016,3/3/2016,USD,6.68,4/11/2019,-44.33
Success,,Request,63.6632563,THOR,Synthorx,11,12/6/2018,12/7/2018,USD,19.68,4/11/2019,78.91
Success,,Request,63.6632563,SYRS,Syros Pharmaceuticals,12.5,6/29/2016,6/30/2016,USD,6.77,4/11/2019,-45.84
Success,,Request,63.6632563,TTOO,T2 Biosystems,11,8/6/2014,8/7/2014,USD,3.16,4/11/2019,-71.27
Success,,Request,63.6632563,DATA,Tableau Software,31,5/16/2013,5/17/2013,USD,125.41,4/11/2019,304.55
Success,,Request,63.6632563,TRHC,Tabula Rasa HealthCare,12,9/28/2016,9/29/2016,USD,56.33,4/11/2019,369.42
Success,,Request,63.6632563,TCMD,Tactile Systems Technology,10,7/27/2016,7/28/2016,USD,54.13,4/11/2019,441.3
Success,,Request,63.6632563,TLC,Taiwan Liposome Company,5.8,11/20/2018,11/21/2018,USD,5.83,4/11/2019,0.52
Success,,Request,63.6632563,TLND,Talend,18,7/28/2016,7/29/2016,USD,52.17,4/11/2019,189.83
Success,,Request,63.6632563,TEGP,Tallgrass Energy GP LP,29,5/6/2015,5/7/2015,USD,24.63,4/11/2019,-15.07
Success,,Request,63.6632563,TNDM,Tandem Diabetes Care,15,11/13/2013,11/14/2013,USD,64.5,4/11/2019,330
Success,,Request,63.6632563,TANH,Tantech Holdings,4,3/23/2015,3/24/2015,USD,1.51,4/11/2019,-62.25
Success,,Request,63.6632563,TEDU,Tarena International,9,4/2/2014,4/3/2014,USD,5.4,4/11/2019,-40
Success,,Request,63.6632563,TMHC,Taylor Morrison Home Corporation,22,4/9/2013,4/10/2013,USD,19.05,4/11/2019,-13.41
Success,,Request,63.6632563,TCRR,TCR2 Therapeutics,15,2/13/2019,2/14/2019,USD,16.11,4/11/2019,7.4
Success,,Request,63.6632563,PETZ,TDH Holdings,4.25,9/20/2017,9/21/2017,USD,0.95,4/11/2019,-77.65
Success,,Request,63.6632563,TGEN,Tecogen,4.75,5/15/2014,5/19/2014,USD,3.8773,4/11/2019,-18.37
Success,,Request,63.6632563,TDOC,Teladoc,19,6/30/2015,7/1/2015,USD,55.15,4/11/2019,190.26
Success,,Request,63.6632563,TENB,Tenable Holdings,23,7/25/2018,7/26/2018,USD,32.78,4/11/2019,42.52
Success,,Request,63.6632563,TME,Tencent Music Entertainment Group,13,12/11/2018,12/12/2018,USD,17.92,4/11/2019,37.85
Success,,Request,63.6632563,TZACU,Tenzing Acquisition,10,8/20/2018,8/21/2018,USD,10.26,4/11/2019,2.6
Success,,Request,63.6632563,TERP,TerraForm Power,25,7/17/2014,7/18/2014,USD,13.48,4/11/2019,-46.08
Success,,Request,63.6632563,TSRO,Tesaro,13.5,6/27/2012,6/28/2012,USD,74.96,4/11/2019,455.26
Success,,Request,63.6632563,TLOG,TetraLogic Pharmaceuticals,7,12/11/2013,12/12/2013,USD,0.0225,4/11/2019,-99.68
Success,,Request,63.6632563,TTPH,Tetraphase Pharmaceuticals,7,3/19/2013,3/20/2013,USD,1.23,4/11/2019,-82.43
Success,,Request,63.6632563,NTB,The Bank of N.T. Butterfield & Son,23.5,9/15/2016,9/16/2016,USD,36.88,4/11/2019,56.94
Success,,Request,63.6632563,CG,The Carlyle Group,22,5/2/2012,5/3/2012,USD,18.89,4/11/2019,-14.14
Success,,Request,63.6632563,TCS,The Container Store Group,18,10/31/2013,11/1/2013,USD,8.28,4/11/2019,-54
Success,,Request,63.6632563,HABT,The Habit Restaurants,18,11/19/2014,11/20/2014,USD,10.53,4/11/2019,-41.5
Success,,Request,63.6632563,JYNT,The Joint,6.5,11/10/2014,11/11/2014,USD,16.63,4/11/2019,155.85
Success,,Request,63.6632563,LOVE,The Lovesac Company,16,6/26/2018,6/27/2018,USD,29.97,4/11/2019,87.31
Success,,Request,63.6632563,MIK,The Michaels Companies,17,6/26/2014,6/27/2014,USD,12.69,4/11/2019,-25.35
Success,,Request,63.6632563,NWHM,The New Home Company,11,1/30/2014,1/31/2014,USD,5.45,4/11/2019,-50.45
Success,,Request,63.6632563,RUBI,The Rubicon Project,15,4/1/2014,4/2/2014,USD,6.12,4/11/2019,-59.2
Success,,Request,63.6632563,TTD,The Trade Desk,18,9/20/2016,9/21/2016,USD,200.36,4/11/2019,1013.11
Success,,Request,63.6632563,TRPX,Therapix BioSciences,6,3/22/2017,3/23/2017,USD,3.34,4/11/2019,-44.33
Success,,Request,63.6632563,TPRE,Third Point Reinsurance,12.5,8/14/2013,8/15/2013,USD,10.7,4/11/2019,-14.4
Success,,Request,63.6632563,TBRGU,Thunder Bridge Acquisition,10,6/18/2018,6/19/2018,USD,11,4/11/2019,10
Success,,Request,63.6632563,TIBRU,Tiberius Acquisition,10,3/15/2018,3/16/2018,USD,10.45,4/11/2019,4.5
Success,,Request,63.6632563,TLYS,Tilly's,15.5,5/3/2012,5/4/2012,USD,11,4/11/2019,-29.03
Success,,Request,63.6632563,TLRY,Tilray,17,7/18/2018,7/19/2018,USD,53.52,4/11/2019,214.82
Success,,Request,63.6632563,TLSA,Tiziana Life Sciences,9.9,11/19/2018,11/20/2018,USD,6.35,4/11/2019,-35.86
Success,,Request,63.6632563,TKKSU,TKK Symphony Acquisition,10,8/15/2018,8/16/2018,USD,10.32,4/11/2019,3.2
Success,,Request,63.6632563,TOCA,Tocagen,10,4/12/2017,4/13/2017,USD,10.26,4/11/2019,2.6
Success,,Request,63.6632563,SHLL.U,Tortoise Acquisition,10,2/27/2019,2/28/2019,USD,10.08,4/11/2019,0.8
Success,,Request,63.6632563,TOTAU,Tottenham Acquisition I,10,8/1/2018,8/2/2018,USD,10.42,4/11/2019,4.2
Success,,Request,63.6632563,TSQ,Townsquare Media,11,7/23/2014,7/24/2014,USD,5.82,4/11/2019,-47.09
Success,,Request,63.6632563,TPGH.U,TPG Pace Holdings,10,6/27/2017,6/28/2017,USD,10.7,4/11/2019,7
Success,,Request,63.6632563,TRTX,TPG RE Finance Trust,20,7/19/2017,7/20/2017,USD,19.65,4/11/2019,-1.75
Success,,Request,63.6632563,TPIC,TPI Composites,11,7/21/2016,7/22/2016,USD,29.1,4/11/2019,164.55
Success,,Request,63.6632563,TCON,TRACON Pharmaceuticals,10,1/29/2015,1/30/2015,USD,1.3,4/11/2019,-87
Success,,Request,63.6632563,TW,Tradeweb Markets,27,4/3/2019,4/4/2019,USD,42.06,4/11/2019,55.78
Success,,Request,63.6632563,TBIO,Translate Bio,13,6/27/2018,6/28/2018,USD,11.97,4/11/2019,-7.92
Success,,Request,63.6632563,TRU,TransUnion,22.5,6/24/2015,6/25/2015,USD,68.45,4/11/2019,204.22
Success,,Request,63.6632563,TVPT,Travelport Worldwide,16,9/24/2014,9/25/2014,USD,15.7,4/11/2019,-1.88
Success,,Request,63.6632563,TRMT,Tremont Mortgage Trust,20,9/13/2017,9/14/2017,USD,10.7654,4/11/2019,-46.17
Success,,Request,63.6632563,TRVN,Trevena,7,1/30/2014,1/31/2014,USD,1.56,4/11/2019,-77.71
Success,,Request,63.6632563,TPH,TRI Pointe Homes,17,1/30/2013,1/31/2013,USD,13.88,4/11/2019,-18.35
Success,,Request,63.6632563,TCDA,Tricida,19,6/27/2018,6/28/2018,USD,32.5,4/11/2019,71.05
Success,,Request,63.6632563,TCFC,Tri-County Financial,18.75,9/26/2013,9/27/2013,USD,29.13,4/11/2019,55.36
Success,,Request,63.6632563,TDACU,Trident Acquisitions,10,5/29/2018,5/30/2018,USD,10.35,4/11/2019,3.5
Success,,Request,63.6632563,TRNE.U,Trine Acquisition,10,3/14/2019,3/15/2019,USD,10.05,4/11/2019,0.5
Success,,Request,63.6632563,TNET,TriNet Group,16,3/26/2014,3/27/2014,USD,61.59,4/11/2019,284.94
Success,,Request,63.6632563,TMCXU,Trinity Merger,10,5/14/2018,5/15/2018,USD,10.5,4/11/2019,5
Success,,Request,63.6632563,TSE,Trinseo,19,6/11/2014,6/12/2014,USD,46.86,4/11/2019,146.63
Success,,Request,63.6632563,TSC,TriState Capital,11.5,5/8/2013,5/9/2013,USD,21.67,4/11/2019,88.43
Success,,Request,63.6632563,TBK,Triumph Bancorp,12,11/6/2014,11/7/2014,USD,30.48,4/11/2019,154
Success,,Request,63.6632563,TRVG,trivago,11,12/15/2016,12/16/2016,USD,4.26,4/11/2019,-61.27
Success,,Request,63.6632563,TRUE,TrueCar,9,5/15/2014,5/16/2014,USD,6.43,4/11/2019,-28.56
Success,,Request,63.6632563,TRLA,Trulia,17,9/19/2012,9/20/2012,USD,6.83,4/11/2019,-59.82
Success,,Request,63.6632563,TRUP,Trupanion,10,7/17/2014,7/18/2014,USD,35.64,4/11/2019,256.4
Success,,Request,63.6632563,TC,TuanChe,7.8,11/19/2018,11/20/2018,USD,7.4,4/11/2019,-5.13
Success,,Request,63.6632563,TUFN,Tufin Software Technologies,14,4/10/2019,4/11/2019,USD,19.1,4/11/2019,36.43
Success,,Request,63.6632563,TOUR,Tuniu,9,5/8/2014,5/9/2014,USD,4.6,4/11/2019,-48.89
Success,,Request,63.6632563,TPB,Turning Point Brands,10,5/10/2016,5/11/2016,USD,43.68,4/11/2019,336.8
Success,,Request,63.6632563,THCBU,Tuscan Holdings,10,3/5/2019,3/5/2019,USD,10.4437,4/11/2019,4.44
Success,,Request,63.6632563,TWLVU,Twelve Seas Investment Company,10,6/19/2018,6/20/2018,USD,10.5,4/11/2019,5
Success,,Request,63.6632563,TWLO,Twilio,15,6/22/2016,6/23/2016,USD,125.7,4/11/2019,738
Success,,Request,63.6632563,TWST,Twist Bioscience,14,10/30/2018,10/31/2018,USD,27.98,4/11/2019,99.86
Success,,Request,63.6632563,TWTR,Twitter,26,11/6/2013,11/7/2013,USD,34.58,4/11/2019,33
Success,,Request,63.6632563,SLCA,U.S. Silica Holdings,17,1/31/2012,2/1/2012,USD,17.35,4/11/2019,2.06
Success,,Request,63.6632563,USX,U.S. Xpress Enterprises,16,6/13/2018,6/14/2018,USD,7.04,4/11/2019,-56
Success,,Request,63.6632563,RARE,Ultragenyx Pharmaceutical,21,1/30/2014,1/31/2014,USD,71.48,4/11/2019,240.38
Success,,Request,63.6632563,LTN.U,Union Acquisition,10,2/28/2018,2/28/2018,USD,6.45,4/11/2019,-35.5
Success,,Request,63.6632563,UFAB,Unique Fabricating,9.5,6/30/2015,7/1/2015,USD,4.05,4/11/2019,-57.37
Success,,Request,63.6632563,QURE,uniQure,17,2/4/2014,2/5/2014,USD,58.08,4/11/2019,241.65
Success,,Request,63.6632563,UBX,Unity Biotechnology,17,5/2/2018,5/3/2018,USD,8.13,4/11/2019,-52.18
Success,,Request,63.6632563,UNVR,Univar,22,6/17/2015,6/18/2015,USD,22.2,4/11/2019,0.91
Success,,Request,63.6632563,UMRX,Unum Therapeutics,12,3/28/2018,3/29/2018,USD,4.03,4/11/2019,-66.42
Success,,Request,63.6632563,TIGR,Up Fintech Holding,8,3/19/2019,3/20/2019,USD,17,4/11/2019,112.5
Success,,Request,63.6632563,UPLD,Upland Software,12,11/5/2014,11/6/2014,USD,41.86,4/11/2019,248.83
Success,,Request,63.6632563,UPWK,Upwork,15,10/2/2018,10/3/2018,USD,19.65,4/11/2019,31
Success,,Request,63.6632563,URGN,UroGen Pharma,13,5/3/2017,5/4/2017,USD,38.75,4/11/2019,198.08
Success,,Request,63.6632563,UROV,Urovant Sciences,14,9/26/2018,9/27/2018,USD,9.71,4/11/2019,-30.64
Success,,Request,63.6632563,usfd,US Foods Holding ,23,5/25/2016,5/26/2016,USD,35.54,4/11/2019,54.52
Success,,Request,63.6632563,USAC,"USA Compression Partners, LP",18,1/14/2013,1/15/2013,USD,16.57,4/11/2019,-7.94
Success,,Request,63.6632563,USDP,USD Partners LP,17,10/8/2014,10/9/2014,USD,10.75,4/11/2019,-36.76
Success,,Request,63.6632563,UXIN,Uxin,9,6/26/2018,6/27/2018,USD,3.31,4/11/2019,-63.22
Success,,Request,63.6632563,VCNX,Vaccinex,12,8/9/2018,8/9/2018,USD,6.91,4/11/2019,-42.42
Success,,Request,63.6632563,VLRX,Valeritas Holdings,10,3/22/2017,3/23/2017,USD,0.3191,4/11/2019,-96.81
Success,,Request,63.6632563,VLP,Valero Energy Partners,23,12/10/2013,12/11/2013,USD,42.24,4/11/2019,83.65
Success,,Request,63.6632563,VVV,Valvoline,22,9/22/2016,9/23/2016,USD,18.64,4/11/2019,-15.27
Success,,Request,63.6632563,VEACU,Vantage Energy Acquisition,10,4/10/2017,4/11/2017,USD,10.2,4/11/2019,2
Success,,Request,63.6632563,VAPO,Vapotherm,14,11/13/2018,11/14/2018,USD,18.99,4/11/2019,35.64
Success,,Request,63.6632563,VRNS,Varonis Systems,22,2/27/2014,2/28/2014,USD,61.26,4/11/2019,178.45
Success,,Request,63.6632563,VBLT,Vascular Biogenics,6,9/30/2014,10/1/2014,USD,1.46,4/11/2019,-75.67
Success,,Request,63.6632563,VTIQU,VectoIQ Acquisition,10,5/15/2018,5/16/2018,USD,10.5517,4/11/2019,5.52
Success,,Request,63.6632563,VEEV,Veeva Systems,20,10/15/2013,10/16/2013,USD,135.49,4/11/2019,577.45
Success,,Request,63.6632563,VNTR,Venator Materials,20,8/2/2017,8/3/2017,USD,6.37,4/11/2019,-68.15
Success,,Request,63.6632563,VCYT,Veracyte,13,10/29/2013,10/30/2013,USD,25.24,4/11/2019,94.15
Success,,Request,63.6632563,VSTM,Verastem,10,1/26/2012,1/27/2012,USD,2.72,4/11/2019,-72.8
Success,,Request,63.6632563,VBTX,Veritex Holdings,13,10/8/2014,10/9/2014,USD,25.5,4/11/2019,96.15
Success,,Request,63.6632563,VERI,Veritone,15,5/11/2017,5/12/2017,USD,6.68,4/11/2019,-55.47
Success,,Request,63.6632563,VRNA,Verona Pharma,13.5,4/26/2017,4/27/2017,USD,6.3253,4/11/2019,-53.15
Success,,Request,63.6632563,VRCA,Verrica Pharmaceuticals,15,6/14/2018,6/15/2018,USD,10.35,4/11/2019,-31
Success,,Request,63.6632563,VSAR,Versartis,21,3/20/2014,3/21/2014,USD,1.19,2/12/2019,-94.33
Success,,Request,63.6632563,VICI,VICI Properties,20,1/31/2018,2/1/2018,USD,22.18,4/11/2019,10.9
Success,,Request,63.6632563,VCTR,Victory Capital Holdings,13,2/7/2018,2/8/2018,USD,14.89,4/11/2019,14.54
Success,,Request,63.6632563,VKTX,Viking Therapeutics,8,4/28/2015,4/29/2015,USD,9.97,4/11/2019,24.63
Success,,Request,63.6632563,VNCE,Vince,20,11/21/2013,11/22/2013,USD,12.41,4/11/2019,-37.95
Success,,Request,63.6632563,VIOT,Viomi Technology,9,9/24/2018,9/25/2018,USD,11.1,4/11/2019,23.33
Success,,Request,63.6632563,VNOM,Viper Energy Partners LP,26,6/17/2014,6/18/2014,USD,32.84,4/11/2019,26.31
Success,,Request,63.6632563,VIPS,Vipshop Holdings Limited,6.5,3/22/2012,3/23/2012,USD,8.22,4/11/2019,26.46
Success,,Request,63.6632563,VIRT,Virtu Financial,19,4/15/2015,4/16/2015,USD,24.63,4/11/2019,29.63
Success,,Request,63.6632563,VTL,Vital Therapies,12,4/16/2014,4/17/2014,USD,0.7701,4/11/2019,-93.58
Success,,Request,63.6632563,VIVE,Viveve Medical,5,6/14/2016,6/14/2016,USD,0.579,4/11/2019,-88.42
Success,,Request,63.6632563,VSLR,Vivint Solar,16,9/30/2014,10/1/2014,USD,5.52,4/11/2019,-65.5
Success,,Request,63.6632563,VCRA,Vocera Communications,16,3/27/2012,3/28/2012,USD,31.21,4/11/2019,95.06
Success,,Request,63.6632563,VLRS,Volaris Aviation Holding,12,9/17/2013,9/18/2013,USD,8.99,4/11/2019,-25.08
Success,,Request,63.6632563,VNRX,VolitionRx,3.75,2/6/2015,2/6/2015,USD,3.39,4/11/2019,-9.6
Success,,Request,63.6632563,VJET,voxeljet,13,10/17/2013,10/18/2013,USD,2.11,4/11/2019,-83.77
Success,,Request,63.6632563,VYGR,Voyager Therapeutics,14,11/10/2015,11/11/2015,USD,21.39,4/11/2019,52.79
Success,,Request,63.6632563,VTVT,vTv Therapeutics,15,7/29/2015,7/30/2015,USD,1.46,4/11/2019,-90.27
Success,,Request,63.6632563,WAGE,WageWorks,9,5/9/2012,5/10/2012,USD,40.13,4/11/2019,345.89
Success,,Request,63.6632563,HCC,Warrior Met Coal,19,4/12/2017,4/13/2017,USD,30.15,4/11/2019,58.68
Success,,Request,63.6632563,WTRE,Watford Holdings,25.26,3/28/2019,3/28/2019,USD,26.14,4/11/2019,3.48
Success,,Request,63.6632563,WVE,Wave Life Sciences,16,11/10/2015,11/11/2015,USD,34.07,4/11/2019,112.94
Success,,Request,63.6632563,W,Wayfair,29,10/1/2014,10/2/2014,USD,147.52,4/11/2019,408.69
Success,,Request,63.6632563,HHHHU,Wealthbridge Acquisition,10,2/5/2019,2/6/2019,USD,10.09,4/11/2019,0.9
Success,,Request,63.6632563,WB,Weibo,17,4/16/2014,4/17/2014,USD,68.9,4/11/2019,305.29
Success,,Request,63.6632563,WEI,Weidai,10,11/14/2018,11/15/2018,USD,10,4/11/2019,0
Success,,Request,63.6632563,WMC,Western Asset Mortgage Capital,20,5/9/2012,5/10/2012,USD,10.36,4/11/2019,-48.2
Success,,Request,63.6632563,WGP,Western Gas Equity Partners LP,22,12/6/2012,12/7/2012,USD,32.72,4/11/2019,48.73
Success,,Request,63.6632563,WLKP,Westlake Chemical Partners LP,24,7/29/2014,7/30/2014,USD,22.8,4/11/2019,-5
Success,,Request,63.6632563,WOW,WideOpenWest,17,5/24/2017,5/25/2017,USD,9.59,4/11/2019,-43.59
Success,,Request,63.6632563,WRD,WildHorse Resource Development,15,12/13/2016,12/14/2016,USD,16.97,4/11/2019,13.13
Success,,Request,63.6632563,WLH,William Lyon Homes,25,5/15/2013,5/16/2013,USD,16.9,4/11/2019,-32.4
Success,,Request,63.6632563,WING,Wingstop,19,6/11/2015,6/12/2015,USD,77.36,4/11/2019,307.16
Success,,Request,63.6632563,WIX,Wix.com,16.5,11/5/2013,11/6/2013,USD,121.62,4/11/2019,637.09
Success,,Request,63.6632563,WDAY,Workday,28,10/11/2012,10/12/2012,USD,195.87,4/11/2019,599.54
Success,,Request,63.6632563,WK,Workiva,14,12/11/2014,12/12/2014,USD,52.55,4/11/2019,275.36
Success,,Request,63.6632563,WOWO,Wowo,10,4/7/2015,4/8/2015,USD,1.8622,4/11/2019,-81.38
Success,,Request,63.6632563,XYF,X Financial,9.5,9/18/2018,9/19/2018,USD,5.35,4/11/2019,-43.68
Success,,Request,63.6632563,XBIT,Xbiotech,19,4/14/2015,4/15/2015,USD,9.46,4/11/2019,-50.21
Success,,Request,63.6632563,XELB,Xcel Brands,9,7/30/2015,7/31/2015,USD,1.46,4/11/2019,-83.78
Success,,Request,63.6632563,XNCR,Xencor,5.5,12/2/2013,12/3/2013,USD,30.97,4/11/2019,463.09
Success,,Request,63.6632563,XENE,Xenon Pharmaceuticals,9,11/4/2014,11/5/2014,USD,9.67,4/11/2019,7.44
Success,,Request,63.6632563,XERS,Xeris Pharmaceuticals,15,6/20/2018,6/21/2018,USD,9.45,4/11/2019,-37
Success,,Request,63.6632563,XCOM,Xtera Communications,5,11/12/2015,11/12/2015,USD,46.8292,4/11/2019,836.58
Success,,Request,63.6632563,XNET,Xunlei,12,6/23/2014,6/24/2014,USD,3.8,4/11/2019,-68.33
Success,,Request,63.6632563,YELP,Yelp,15,3/1/2012,3/2/2012,USD,35.72,4/11/2019,138.13
Success,,Request,63.6632563,YETI,YETI Holdings,18,10/24/2018,10/25/2018,USD,32,4/11/2019,77.78
Success,,Request,63.6632563,YEXT,Yext,11,4/12/2017,4/13/2017,USD,21.64,4/11/2019,96.73
Success,,Request,63.6632563,YIN,Yintech Investment Holdings,13.5,4/26/2016,4/27/2016,USD,6.03,4/11/2019,-55.33
Success,,Request,63.6632563,YRD,Yirendai,10,12/17/2015,12/18/2015,USD,15.23,4/11/2019,52.3
Success,,Request,63.6632563,YMAB,Y-mAbs Therapeutics,16,9/20/2018,9/21/2018,USD,26.62,4/11/2019,66.38
Success,,Request,63.6632563,YOGA,YogaWorks,5.5,8/10/2017,8/11/2017,USD,1.0099,4/11/2019,-81.64
Success,,Request,63.6632563,YECO,Yulong Eco-Materials,6.25,6/25/2015,6/26/2015,USD,5.08,4/11/2019,-18.72
Success,,Request,63.6632563,YY,YY Inc.,10.5,11/20/2012,11/21/2012,USD,84.89,4/11/2019,708.48
Success,,Request,63.6632563,ZFGN,Zafgen,16,6/18/2014,6/19/2014,USD,2.7,4/11/2019,-83.12
Success,,Request,63.6632563,ZLAB,Zai Lab,18,9/20/2017,9/20/2017,USD,31.6,4/11/2019,75.56
Success,,Request,63.6632563,ZAYO,Zayo Group Holdings,19,10/16/2014,10/17/2014,USD,30.78,4/11/2019,62
Success,,Request,63.6632563,ZEAL,Zealand Pharma,17.87,8/8/2017,8/9/2017,USD,19.06,4/11/2019,6.66
Success,,Request,63.6632563,ZEN,Zendesk,9,5/14/2014,5/15/2014,USD,83.89,4/11/2019,832.11
Success,,Request,63.6632563,ZOES,Zoe's Kitchen,15,4/10/2014,4/11/2014,USD,12.76,4/11/2019,-14.93
Success,,Request,63.6632563,ZTS,Zoetis,26,1/31/2013,2/1/2013,USD,101.06,4/11/2019,288.69
Success,,Request,63.6632563,ZSAN,Zosano Pharma,11,1/26/2015,1/27/2015,USD,3.48,4/11/2019,-68.36
Success,,Request,63.6632563,ZS,Zscaler,16,3/15/2018,3/16/2018,USD,67.75,4/11/2019,323.44
Success,,Request,63.6632563,ZTO,ZTO Express,19.5,10/26/2016,10/27/2016,USD,19.22,4/11/2019,-1.44
Success,,Request,63.6632563,ZUO,Zuora,14,4/11/2018,4/12/2018,USD,19.7,4/11/2019,40.71
Success,,Request,63.6632563,ZYME,Zymeworks,13,4/27/2017,4/28/2017,USD,15.2,4/11/2019,16.92
Success,,Request,63.6632563,ZYNE,Zynerba Pharmaceuticals,14,8/4/2015,8/5/2015,USD,8.49,4/11/2019,-39.36
